source,dedup_key,document_number,title,issue_organ,decision,confidence,a_kws,b_kws,c_kws,x_kws,snippet,avail_text_len,has_full_body,in_808,matched_rfn
gov,615965f47672c5f99f5c60bc141aecbc058c03e34f823e713c5dddfca4a709a9,N/A,辽宁省农作物种子管理条例,辽宁省人民代表大会常务委员会,EXCLUDE,—,,,,,,58,False,False,
gov,ecf3059f7f36661003af423bb7d1f2c86f626f15b6b6f8c3f0b4ebcf4aa0aa4a,N/A,辽宁省地质环境保护条例,辽宁省人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,1d51a954591fde042dcbf73412d96ff728d94e55d77dd59b36621aaf9d881408,N/A,辽宁省禁止选择胎儿性别终止妊娠规定,辽宁省人民代表大会常务委员会,EXCLUDE,—,,,,,,63,False,False,
gov,10435341c22e8db493e4f54db6f39c22c55ef533ae20f6bc90a34f3a0a4cc35a,N/A,辽宁省实施《中华人民共和国土地管理法》办法,辽宁省人民代表大会常务委员会,EXCLUDE,—,,,,,,67,False,False,
gov,ba75b320fe735b57b4c3d12f6e5bbd049e0fe451fc419e88dbed6bd67cbcf481,N/A,最高人民检察院关于指派、聘请有专门知识的人参与办案若干问题的规定（试行）,最高人民检察院,EXCLUDE,—,,,,,,75,False,False,
gov,9ea22782fc6d177364795fcecca8f6f81d4bad5412390b153e32ad965058a03c,N/A,中华人民共和国监察法,全国人民代表大会,EXCLUDE,—,,,,,,48,False,False,
gov,9a5fb4f850617eb37e03dc8b534a78cc66a0441d446dc81152bd39f4b72bec8b,N/A,物业管理条例,国务院,EXCLUDE,—,,,,,,41,False,False,
gov,8a722708ce5ae2f364890802eb4e13f787ee755a4a4b42d59d91394f6e484022,N/A,土地调查条例,国务院,EXCLUDE,—,,,,,,41,False,False,
gov,889e0b4c90092fdc2198960dcaf239a60d8b0737351882a58b83cf4dbc4bad58,N/A,防治海洋工程建设项目污染损害海洋环境管理条例,国务院,EXCLUDE,—,,,,,,57,False,False,
gov,22c5f545eac86eff75163dac4543b7c6aede9d8f72cf8d982b0fbd34b8fcc600,N/A,中华人民共和国防治海岸工程建设项目污染损害海洋环境管理条例,国务院,EXCLUDE,—,,,,,,64,False,False,
gov,07d314e394f398528f49e273804e4b524715ed0246155e7d66d37b68793ef910,N/A,中华人民共和国知识产权海关保护条例,国务院,EXCLUDE,—,,,,,,52,False,False,
gov,f860fa818d70afa4ef13ed66303847840427eba58095eb240989724b164b937b,N/A,中华人民共和国森林法实施条例,国务院,EXCLUDE,—,,,,,,49,False,False,
gov,5ead9fe63e748b50a0ffff4ebe1ea2184d6d618b509b7689f007e16042c16a1e,N/A,中华人民共和国海关事务担保条例,国务院,EXCLUDE,—,,,,,,50,False,False,
gov,bc662bfee1a4492420f05b5e894c4273c1332d6fb2294a5ef7c2e8a6d438e222,N/A,中华人民共和国人民币管理条例,国务院,EXCLUDE,—,,,,,,49,False,False,
gov,1a64bb42ccbe3fdf55cfad92a8a1f85bb19933ea92117f22f1912f21baf263f8,N/A,中华人民共和国河道管理条例,国务院,EXCLUDE,—,,,,,,48,False,False,
gov,3632fdefaea39c3f363a907355d1d38ba41f29070c1734dfed6a394da6886434,N/A,水库大坝安全管理条例,国务院,EXCLUDE,—,,,,,,45,False,False,
gov,0a2d6bc670aeaca07604ae8548336c7bb0944a2fb7b8bea5b6ab1b4762df179e,N/A,病原微生物实验室生物安全管理条例,国务院,EXCLUDE,—,,,,,,51,False,False,
gov,88465cd63a3a781cfbacde6e14d9c517e4edf9127f36f56aa464f6fd2f084085,N/A,中华人民共和国计量法实施细则,国务院,EXCLUDE,—,,,,,,49,False,False,
gov,4ed46900a2d0bebdb235b2b3bbf74adcd4c42c2183158822a68acc48e00193dd,N/A,消耗臭氧层物质管理条例,国务院,EXCLUDE,—,,,,,,46,False,False,
gov,80f9d2b2d8780c01fce560fc9b069e73d35e8fa6e852239bfa4a3469dacfc225,N/A,城市供水条例,国务院,EXCLUDE,—,,,,,,41,False,False,
gov,abe3fa87ddf83ffde476c4a9cbbdb01e5dbb944604475f26630d8ba9235c40de,N/A,第十三届全国人民代表大会第一次会议选举和决定任命的办法（失效）,全国人民代表大会,EXCLUDE,—,,,,,,85,False,False,
gov,6c2ab21f7b0a6667e62ecafe162cc9d7da70f8e4636f27fc86c0fd9563dd98da,N/A,第十三届全国人民代表大会第一次会议关于第十三届全国人民代表大会专门委员会主任委员、副主任委员、委员人选的表决办法（失效）,全国人民代表大会,EXCLUDE,—,,,,,,114,False,False,
gov,077fb3d00f359cce64f5763580d21b32df8f5413ef76c7220349d50bef805ef7,N/A,第十三届全国人民代表大会第一次会议关于设立第十三届全国人民代表大会专门委员会的决定（失效）,全国人民代表大会,EXCLUDE,—,,,,,,99,False,False,
gov,ca585be62ca1d5c8be6ebe9ae40dd2cbe053c230183b0cb7bd271b8fc221d8f7,N/A,中华人民共和国宪法修正案（2018年）,全国人民代表大会,EXCLUDE,—,,,,,,57,False,False,
gov,560721cee6afff7734a991854638d4f0c1388250ba0efbc3b22a1c0c09e9c8da,N/A,中华人民共和国宪法（2018年修正文本）,全国人民代表大会,EXCLUDE,—,,,,,,58,False,False,
gov,315f89bb2f4a56689b79eeb95cae098d37c6fd3632a1542dad7ecc67f16730e3,N/A,防治船舶污染海洋环境管理条例,国务院,EXCLUDE,—,,,,,,49,False,False,
gov,74bee1f9fefb962c767c8a767d3af4754155b8761a9daaa06a42a1163e856796,N/A,最高人民法院、最高人民检察院关于涉以压缩气体为动力的枪支、气枪铅弹刑事案件定罪量刑问题的批复,最高人民法院、最高人民检察院,EXCLUDE,—,,,,,,92,False,False,
gov,899a4621495baa34928adebdf09b844819cc625f071114c749a54a2c6cbaf3a7,N/A,最高人民法院关于人民法院通过互联网公开审判流程信息的规定,最高人民法院,EXCLUDE,—,,,,,,66,False,False,
gov,48348181da0653dc13317c84107b5a9071c1b90dde8907191e7e0303414de28b,N/A,最高人民法院、最高人民检察院关于检察公益诉讼案件适用法律若干问题的解释,最高人民法院、最高人民检察院,EXCLUDE,—,,,,,,81,False,False,
gov,d6eebc564236b6ca8678ebcaa089edbf2b4e493fd912b76e09f4ed66c6b49e18,N/A,丹东鸭绿江口湿地国家级自然保护区管理条例,丹东市人民代表大会常务委员会,EXCLUDE,—,,,,,,66,False,False,
gov,bf9fddf6fbb699eede9e31e9752f1cbad6746fd6c2047f145610be3b4e1f51d4,N/A,丹东市地热水资源保护管理条例,丹东市人民代表大会常务委员会,EXCLUDE,—,,,,,,60,False,False,
gov,298c3a0a4d9875091df6a30236c9c5fde8887c22aeb83a058b504ae0dba83874,N/A,全国人民代表大会常务委员会关于实行宪法宣誓制度的决定,全国人民代表大会常务委员会,EXCLUDE,—,,,,,,85,False,False,
gov,afd76f5fcc3e7ff8f0df9f2cf0848c6bbb5ceab04f670fcf5360b1e3a4eacbed,N/A,全国人民代表大会常务委员会关于延长授权国务院在实施股票发行注册制改革中调整适用《中华人民共和国证券法》有关规定期限的决定（失效）,全国人民代表大会常务委员会,EXCLUDE,—,,,,,,123,False,False,
gov,5f81c7c0944714b0ab5907c19565c797799e13dc7461f63874f5bfd475510432,N/A,苏州市湿地保护条例,苏州市人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,dafa49c3266c0639f0d7b2e5e86f1bc45e1c43f1196c8393f60502615964ff89,N/A,最高人民法院关于人民法院办理仲裁裁决执行案件若干问题的规定,最高人民法院,EXCLUDE,—,,,,,,67,False,False,
gov,0d3add730aa00bdaf8129e3bec867678c272547308cc1586bacfb37dd94a8e5e,N/A,最高人民法院关于执行和解若干问题的规定,最高人民法院,EXCLUDE,—,,,,,,57,False,False,
gov,0d91478aa481c723cee909951e4387389b090ca4e7292ca4f28f1c9a7e94c9b1,N/A,最高人民法院关于执行担保若干问题的规定,最高人民法院,EXCLUDE,—,,,,,,57,False,False,
gov,406e89b61b6baabad8ac1f98fd794cb598bafff8c1d04101200f60991714e589,N/A,黄石市房屋安全管理条例,黄石市人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,c977f639012336aab9bd8c4ee076ffe0166353f887c7e4f5c98b979b8fe0ad6e,N/A,十堰市生态文明建设条例,十堰市人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,07955532afd85947e74491c514645e54d35fada82408434e7d245578a8cb4366,N/A,西安市大气污染防治条例,西安市人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,b14f5bd1e6f1e3fd1395065627ce40d57d7f707d2b73920b7bce3959bc1520bb,N/A,淮安市周恩来纪念地保护条例,淮安市人民代表大会常务委员会,EXCLUDE,—,,,,,,59,False,False,
gov,f00b05ab2602790cb118e4aeb176f34e6206eb525207444a53223792992a3538,N/A,最高人民法院关于适用《中华人民共和国行政诉讼法》的解释,最高人民法院,EXCLUDE,—,,,,,,65,False,False,
gov,6c5aa7fa1cc9a9920288580b58a7d5a35727aa739128d3d8c613ac3231299fb0,N/A,锦州市大气污染防治条例,锦州市人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,45fe1a9789a6c0e4457ff449df133bf9b413c7ad6d4e331ce5994edff1353944,N/A,锦州市海岸带保护与利用管理条例,锦州市人民代表大会常务委员会,EXCLUDE,—,,,,,,61,False,False,
gov,21a6b82511309bb1f33f144c9dad60ec430840da79c2b9f50c287df93a1cf45b,N/A,南通市人才发展促进条例,南通市人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,961db861267fbb1a26f0bf33c15f3e0e93d10d65f9bcb7f5bdccc5e1bf876456,N/A,泰州市市区烟花爆竹燃放管理条例,泰州市人民代表大会常务委员会,EXCLUDE,—,,,,,,61,False,False,
gov,f4df8bf27f3326ab775a89f82e8107e9556e889bc07291699210d071c8857e18,N/A,苏州市道路运输条例,苏州市人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,2731d46fd9d8c3e3791716707aee77f8d57722436bd629747f20c754f3cd3cf1,N/A,辽阳市优化营商环境条例,辽阳市人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,d8ab29fe07f73ad301ea027462eb58f58ae58d7b9f1f317acf4d3f5441c67be0,N/A,辽阳市城市市容和环境卫生管理条例,辽阳市人民代表大会常务委员会,EXCLUDE,—,,,,,,62,False,False,
gov,74dda95ab6cf16f5541e0f5609cbbc288fbb2af6ba60a6998c1d754bdf54c050,N/A,黄冈市违法建设治理条例,黄冈市人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,fb9d47197fa59ef7a7647f0207efa1d146151148932b57f5c4d9b61ad1b8aa35,N/A,孝感市城市绿化条例,孝感市人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,699fb01ad669ea187eab0770f7e86e375d0f7889138f331238f43e4a29e00dbb,N/A,桓仁满族自治县物业管理条例,桓仁满族自治县人民代表大会,EXCLUDE,—,,,,,,58,False,False,
gov,9f62d18282fe176a15d197502bc1b9aabc17837ea94fd3941d91e6b2af586bc0,N/A,最高人民检察院关于认定累犯如何确定刑罚执行完毕以后“五年以内”起始日期的批复,最高人民检察院,EXCLUDE,—,,,,,,77,False,False,
gov,06f956e5a4894f27090771dc549a06063d79c7bd27bf19d3b588ff98926ad212,N/A,菏泽市物业管理条例,菏泽市人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,6e525e73b23d52d78c23e1bddbe333ec5b9a9c563cc733ab486e9a910765aadd,N/A,大同市智慧城市促进条例,大同市人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,74f874f0441ba7b81d886a685b0783836601b65a14e7c8214e93aa2aee697c74,N/A,珠海经济特区物业管理条例,珠海市人民代表大会常务委员会,EXCLUDE,—,,,,,,58,False,False,
gov,7ac6a5ad0a09d8fbcffed524c6fb156c620f0bf67aa896872c440580b348a945,N/A,江苏省测绘地理信息条例,江苏省人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,168d6bc6a8ee0e583c44d194242d7588208e0e5ea3c29e4182ff35ac8711d904,N/A,江苏省广播电视管理条例,江苏省人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,173840f81e9d7835d0a9a9d707997d1fdea914fd5a4f6cd4eeac4bc2c58459a4,N/A,江苏省开发区条例,江苏省人民代表大会常务委员会,EXCLUDE,—,,,,,,54,False,False,
gov,7903a0f63d404cd6152ca8931cf7fc2602af2a8c723f0fd4144963b525260742,N/A,苏州市内河交通安全管理条例,苏州市人民代表大会常务委员会,EXCLUDE,—,,,,,,59,False,False,
gov,e3dd26ee71ff92a5f003402a364bfd32cf7b57791bbeea3785273788ce1ded47,N/A,苏州市档案条例,苏州市人民代表大会常务委员会,EXCLUDE,—,,,,,,53,False,False,
gov,58ec9768ce8aaa4d47d832af536ea6e52814205244bc1bf518e13f616cb09701,N/A,江苏省太湖水污染防治条例,江苏省人民代表大会常务委员会,EXCLUDE,—,,,,,,58,False,False,
gov,fecdc9b7eaa51862956d30d863352088c66486ae3a1946262973c0b547f66320,N/A,盐城市畜禽养殖污染防治条例,盐城市人民代表大会常务委员会,EXCLUDE,—,,,,,,59,False,False,
gov,93d807959d777c7ed51b78bdce9261eb8ce5dca61fabad57fcc5d9a7aa70b299,N/A,苏州市禁止猎捕陆生野生动物条例,苏州市人民代表大会常务委员会,EXCLUDE,—,,,,,,61,False,False,
gov,eeca41c5174be5f158a72da13f7c36c17e84f1ac37a6a05d8b12237ef4d52013,N/A,苏州市阳澄湖水源水质保护条例,苏州市人民代表大会常务委员会,EXCLUDE,—,,,,,,60,False,False,
gov,fbbe9e14ac9b4e5ee783464580f4c7d4ec1e3e52377906798b2ccea671a06cdf,N/A,苏州市公共汽车客运管理条例,苏州市人民代表大会常务委员会,EXCLUDE,—,,,,,,59,False,False,
gov,359abbac756030d456d4b873b26fcd0fce630928b4c2e3171f92465bd72d6aff,N/A,德州市湿地保护条例,德州市人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,0c3bf754d07cbca4294b04d40fcee5378284b93edf64afb35fc5537edc29dad4,N/A,德州市城乡容貌和环境卫生管理条例,德州市人民代表大会常务委员会,EXCLUDE,—,,,,,,62,False,False,
gov,e1abaa33670353cdb5537b2a00b3deef164b7600bb5117f231ad010a12ad2321,N/A,苏州市集贸市场管理条例,苏州市人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,0d2c29a09dcdaa6b23603f43afdda74aacc83bf93981dfb3e76011d0d7e16a7b,N/A,晋中市禁止燃放烟花爆竹规定,晋中市人民代表大会常务委员会,EXCLUDE,—,,,,,,59,False,False,
gov,719c8faad8e1da7580cec8d8e594bd7b73bfeec34d7d1f11c486999bc74344b4,N/A,泰山风景名胜区生态保护条例,泰安市人民代表大会常务委员会,EXCLUDE,—,,,,,,59,False,False,
gov,dcfa11e5ce1ec9400357334c8f772d16ab0aa83ae6af83cc9f0f4e1392cfcdda,N/A,山东省实施《中华人民共和国渔业法》办法,山东省人民代表大会常务委员会,EXCLUDE,—,,,,,,65,False,False,
gov,0d786a3a6ad1ef2a815893082449111177c43ebe800c73cb3523d4cbf6944c98,N/A,山东省森林和野生动物类型自然保护区管理办法,山东省人民代表大会常务委员会,EXCLUDE,—,,,,,,67,False,False,
gov,a568a958d1c1befb4d3b0820d2758b74213ea46b2cc7299c7a979b14ebd3b3f9,N/A,山东省教育督导条例,山东省人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,6b776525e2e12ecad7b2686a50ed1e37ae9de5d297966b0abc16cd21a4d36e76,N/A,山东省湖泊保护条例,山东省人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,8c1331b16b32e68c588ba6f7a57474001fcdee71b0ff04333c70d254e908cd46,N/A,山东省南水北调工程沿线区域水污染防治条例,山东省人民代表大会常务委员会,EXCLUDE,—,,,,,,66,False,False,
gov,b98bd9e59ee048aabd1e442391b60e007bb2c5165368f855d3f4d5916c6db147,N/A,山东省环境噪声污染防治条例,山东省人民代表大会常务委员会,EXCLUDE,—,,,,,,59,False,False,
gov,12fc6e80d251b747e1a5818391b2d5d80104256386576977ce2ee47935492ac9,N/A,潍坊市燃放烟花爆竹管理条例,潍坊市人民代表大会常务委员会,EXCLUDE,—,,,,,,59,False,False,
gov,758a1b41a058b2d45fa43d01c643b16c2f24c94e580173e06e48ba117f4e07de,N/A,烟台市城市供水条例,烟台市人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,6a5f6ce354c10cfe6cbea4e5b87221a73ae4781fa58e07ee13ac9858050fa9f2,N/A,聊城市水环境保护条例,聊城市人民代表大会常务委员会,EXCLUDE,—,,,,,,56,False,False,
gov,74b9f895a3ee6e392ce60608868e93754d50f743e898749f533a027f8a43d809,N/A,济宁市城市绿化条例,济宁市人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,6780c80795665c7f53cbc2eedb1211b23845092ab29ed544852ac99827c6821c,N/A,烟台市安全生产监督管理条例,烟台市人民代表大会常务委员会,EXCLUDE,—,,,,,,59,False,False,
gov,9ab67f3d5ddf0c543bee5a5c8e9d24262b1df8f63d1c495fd9df9d26c52d2954,N/A,潍坊市大气污染防治条例,潍坊市人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,bf4bf042f40becb204b19d7efee7f2779bb612daea38447d09ad21a4fcc57c07,N/A,山东省气象灾害防御条例,山东省人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,d0b8bba4aa8a865e97ec1c977d21ee1e656ec7261c94fd92802772af6425b537,N/A,山东省农业机械管理条例,山东省人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,9bea1b9d1498937e4e63b52fd5e07000db076be4f5676a3f3dd4c9199f3f21a4,N/A,山东省实施《中华人民共和国野生动物保护法》办法,山东省人民代表大会常务委员会,EXCLUDE,—,,,,,,69,False,False,
gov,fac264e73a716427ec99f84c536c989dd868b3f1246b6252bfc491080902b56d,N/A,山东省机动车排气污染防治条例,山东省人民代表大会常务委员会,EXCLUDE,—,,,,,,60,False,False,
gov,2d139a3d9c840f79da7b276943cfbcbfbfa86c471f20f64bef4bf1ea5ab387ee,N/A,山东省实施《中华人民共和国环境影响评价法》办法,山东省人民代表大会常务委员会,EXCLUDE,—,,,,,,69,False,False,
gov,552be9d2e0298c5f27a8d501edb2de382edd03e975522a578efc619c2c9108a4,N/A,山东省道路运输条例,山东省人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,8f82ec59c489b28d3b97cf9fc8bc2ba86b5dbb8400ba64f7ed0ad0f80cb19971,N/A,山东省黄河河道管理条例,山东省人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,087664b3e1d9c5a234899067537f08a6bd91605d2c76ecbc581d3efac04e8229,N/A,山东省实施《中华人民共和国固体废物污染环境防治法》办法,山东省人民代表大会常务委员会,EXCLUDE,—,,,,,,73,False,False,
gov,38702a3932582cf66b14516f67fc2ab1f975cc671fa14634c6f5c6978112a8d7,N/A,吉林省城镇饮用水水源保护条例,吉林省人民代表大会常务委员会,EXCLUDE,—,,,,,,60,False,False,
gov,1b9acafe29f1a3fee76109fcaa61daa280d5a8b7b07d371ff0b601f350e05f1c,N/A,广东省人民代表大会常务委员会关于在中国（广东）自由贸易试验区和复制推广“证照分离”改革试点具体做法的区域调整实施本省有关地方性法规规定的决定,广东省人民代表大会常务委员会,EXCLUDE,—,,,,,,116,False,False,
gov,11c1e560dc090fa998d05c6859bc58e3d56e7b794f79ebab56f0fcc0efe7a5b2,N/A,海南省人民代表大会常务委员会任免海南省监察委员会副主任、委员暂行办法,海南省人民代表大会常务委员会,EXCLUDE,—,,,,,,80,False,False,
gov,a327d9cea1e88512aca7e8ed5fb1c78baf09df621d0590b8d1b85cca18e84d0d,N/A,西藏自治区人民代表大会常务委员会关于大气污染物和水污染物适用税额的决定,西藏自治区人民代表大会常务委员会,EXCLUDE,—,,,,,,83,False,False,
gov,ca620cc54b42197edf7cca4632f8f5d6a2cfea49071e3e779cb354441aad401f,N/A,深圳经济特区食品安全监督条例,深圳市人民代表大会常务委员会,EXCLUDE,—,,,,,,60,False,False,
gov,ae6187c4eb457a727910f4a1e66f041a15ceabb49a9c9463229e5bdecb05975f,N/A,湖北省风景名胜区条例,湖北省人民代表大会常务委员会,EXCLUDE,—,,,,,,56,False,False,
gov,0c98dc40820042e6e8c5ad649ce9d84d6d282282823b0fe3a867c3dc37455ad5,N/A,湖北省消费者权益保护条例,湖北省人民代表大会常务委员会,EXCLUDE,—,,,,,,58,False,False,
gov,46c68007b8b11cd4f3093c15b8ed5ddb7d63c1ab4de51ea6e8d427f6db4e3ef7,N/A,湖南省实施《中华人民共和国固体废物污染环境防治法》办法,湖南省人民代表大会常务委员会,EXCLUDE,—,,,,,,73,False,False,
gov,a00c61fcb8fab3cac6bcdcea12e80d189039068477ab77854655c3a0a65dbf6a,N/A,深圳经济特区国家自主创新示范区条例,深圳市人民代表大会常务委员会,EXCLUDE,—,,,,,,63,False,False,
gov,8d1150f27a35ad1a7183e1c7be414a1d0b1da4dad2a4a0d920e7238dc8754813,N/A,深圳经济特区沙头角边境特别管理区管理条例,深圳市人民代表大会常务委员会,EXCLUDE,—,,,,,,66,False,False,
gov,89f5be3df3396ea8f752b05f9c11b65ecdc81d30448c15cdaef316dc6355b331,N/A,深圳经济特区政府投资项目审计监督条例,深圳市人民代表大会常务委员会,EXCLUDE,—,,,,,,64,False,False,
gov,d271fed73a10798216780c5e75e3ec5322bf1bdffdf8870a062b5ed66d9fa2b9,N/A,深圳经济特区审计监督条例,深圳市人民代表大会常务委员会,EXCLUDE,—,,,,,,58,False,False,
gov,594a952afc3d3ee2d03236f0cd631547df19a560cfe8d0c43ffda0e00cc07070,N/A,深圳经济特区政府投资项目管理条例,深圳市人民代表大会常务委员会,EXCLUDE,—,,,,,,62,False,False,
gov,8ae56630493cb646d448089000b3b900029c86ecf76422e53f0abf5615593b2f,N/A,最高人民法院关于审理涉及夫妻债务纠纷案件适用法律有关问题的解释,最高人民法院,EXCLUDE,—,,,,,,69,False,False,
gov,f865f720b5e5b35376517edd58090d6f21f4a4bc71a0c737adb482c57ae08c4a,N/A,连南瑶族自治县民族文化遗产保护条例,连南瑶族自治县人民代表大会,EXCLUDE,—,,,,,,62,False,False,
gov,8d7dea0121d2e01cc33ffee4376f2cd037287c57d623986c4b8b814cd214a2ec,N/A,武汉市未成年人保护条例,武汉市人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,5789fe8d12ef42634e911cf5d34f6fb31677d682898e97220ec4da605151c508,N/A,哈尔滨市电梯安全管理条例,哈尔滨市人民代表大会常务委员会,EXCLUDE,—,,,,,,59,False,False,
gov,31cc9bdeda8416c2664930d41367426eebed8e9166a7017ef80ef1579004dae8,N/A,哈尔滨市城市道路限制交通若干规定,哈尔滨市人民代表大会常务委员会,EXCLUDE,—,,,,,,63,False,False,
gov,2b439fd3bb299f9d4928a6ea3554cbea618848fda067c18666996dd02f1e31cf,N/A,哈尔滨市城市出租汽车客运管理条例,哈尔滨市人民代表大会常务委员会,EXCLUDE,—,,,,,,63,False,False,
gov,16d97f8bbc7a53b770baed45ee20880ff6c61188c87ba53cf1ccb576a96d5650,N/A,武汉市禁止生产销售使用含磷洗涤用品规定,武汉市人民代表大会常务委员会,EXCLUDE,—,,,,,,65,False,False,
gov,ecbb707ad16456fab0b7d65d780136b3c3e06bfdeada209799cf9ceb54c5ef76,N/A,桂林市城市市容和环境卫生管理条例,桂林市人民代表大会常务委员会,EXCLUDE,—,,,,,,62,False,False,
gov,911d2ea3fb4596942eb019e276a1e2b625b346e024422fb1056885c6282f26e6,N/A,四川省人民代表大会常务委员会关于四川省监察委员会副主任、委员任免及主任、副主任、委员宪法宣誓有关事项的决定,四川省人民代表大会常务委员会,EXCLUDE,—,,,,,,99,False,False,
gov,fb141c86a932ae2d197c7edeab5a50e71a4fa70234c6e905b8c4390c7445d242,N/A,汕头经济特区政府投资项目管理条例,汕头市人民代表大会常务委员会,EXCLUDE,—,,,,,,62,False,False,
gov,069a87fee6fabec1a9f24f0d7bececbc97b6b3ec7e10a813ed8e6646bef99144,N/A,汕头经济特区征地补偿条例,汕头市人民代表大会常务委员会,EXCLUDE,—,,,,,,58,False,False,
gov,56cb3e5c7963d8b947ca239f4058f6953d1181ae6845fdd56ed4d9ddabd22d60,N/A,最高人民法院关于审理海洋自然资源与生态环境损害赔偿纠纷案件若干问题的规定,最高人民法院,EXCLUDE,—,,,,,,74,False,False,
gov,50fc5bbfa444a12efb6445857a5e9b55c93aaa739e0e03cf2587db942b9a6c08,N/A,上海市高等教育促进条例,上海市人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,621593815b7f1d557ac3dc4a5c5ab65904fdc262f09094729c92874e2affbefd,N/A,上海市饮用水水源保护条例,上海市人民代表大会常务委员会,EXCLUDE,—,,,,,,58,False,False,
gov,e1d82dde8f5ea5d51df7e44e37570988e13ce6b82d862fc94ce582da8092ffde,N/A,上海市环境保护条例,上海市人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,50b6063bcb2a56440c525fb4a0470bc6da85a05cee7aa9d748cbc3d8fb644842,N/A,上海市大气污染防治条例,上海市人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,c7fa700871d249b9dc18af7b4bab433af8587f93cc26c0ce1cc3381c23ef9e7e,N/A,上海市供水管理条例,上海市人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,6ea8dae7cf7356dbc22268dde2d029be55eb5f00c03c153fc00ebf84f1a2f1fc,N/A,中华人民共和国农民专业合作社法,全国人民代表大会常务委员会,EXCLUDE,—,,,,,,58,False,False,
gov,544f814125c9d65fd6c4fbb62c5222ca223b1964e82d32ae865612474699479c,N/A,中华人民共和国招标投标法,全国人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,77c066ec14f10f3d7ee3637b88910904a738fbaa4be8299f5bbf4120ab1a674b,N/A,中华人民共和国烟叶税法,全国人民代表大会常务委员会,EXCLUDE,—,,,,,,54,False,False,
gov,c35ab0d13d5e05feff788e1ebf140829071bc311d23b25a015e06b015c31d022,N/A,中华人民共和国船舶吨税法,全国人民代表大会常务委员会,EXCLUDE,—,,,,,,55,False,False,
gov,0df8c49b39342971dbd3868e7ca312dfa8b9f08b4fb7c1c8e28baee6cc78f924,N/A,中华人民共和国计量法,全国人民代表大会常务委员会,EXCLUDE,—,,,,,,53,False,False,
gov,ebeefb1afa07ec77a23f6b2eb4aed99e0c35a3481290fffd6c9e7a15edf36206,N/A,全国人民代表大会常务委员会关于延长授权国务院在北京市大兴区等二百三十二个试点县（市、区）、天津市蓟州区等五十九个试点县（市、区）行政区域分别暂时调整实施有关法律规定期限的决定（失效）,全国人民代表大会常务委员会,EXCLUDE,—,,,,,,150,False,False,
gov,ecd225bff2d9142383255dd39c010779bc921083363acdafc7d939886fca2135,N/A,黑龙江省水土保持条例,黑龙江省人民代表大会常务委员会,EXCLUDE,—,,,,,,57,False,False,
gov,1daec5e566056977a226ed0a26f444e6cc18fb43737d3e1f74b1a21326c156ca,N/A,中国（浙江）自由贸易试验区条例,浙江省人民代表大会常务委员会,EXCLUDE,—,,,,,,61,False,False,
gov,1948a22f0654eb5e00e0be82b2ffbb8d297acb2bc539f7333ee4048ee0359c96,N/A,食盐专营办法,国务院,EXCLUDE,—,,,,,,41,False,False,
gov,5944d03375e8faf527d200f2870ed8e0bb7028d1c0c405c1fc8667bc68079323,N/A,岳阳市城市规划区山体水体保护条例,岳阳市人民代表大会常务委员会,EXCLUDE,—,,,,,,62,False,False,
